description,date,Ruggerio,Lynch Prata,Mr. President,Goldin,Satchell,Nesselbush,Picard,Calkin,Archambault,Cote,Kettle,Cool Rumsey,Raptakis,Seveney,Crowley,Algiere,Jabour,Da Ponte,Pagliarini,Gallo,Madam President,Coyne,Morgan,Metts,Sosnowski,Gee,Lynch,O'Neill,Doyle,Goodwin,Ciccone,Paiva Weed,Conley,Hodgson,Lombardo,Felag,Walaska,Pearson,Paolino,Pichardo,Sheehan,Fogarty,Miller,DiPalma,McCaffrey,Quezada,Bates,Ottiano,Lombardi
CALENDARITEM 23        2016-H 7574 SUB ATobon            ORDEREDRI REAL ESTATE TIME-SHARE ACTTERMINATION OF TIME SHARESPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:47:44 AM,Y,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,NV,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 24        2016-S 2760 SUB BPichardo         ORDEREDRI REAL ESTATE TIME-SHARE ACTTERMINATION OF TIME SHARESPassage,SATURDAY/ JUNE 18/ 20164:48:08 AM,Y,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 25        2016-H 7679 SUB ADeSimone         ORDEREDMOTOR AND OTHER VEHICLES -VIOLATIONSPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:48:45 AM,Y,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 26        2016-H 8163 SUB AHandy            ORDEREDPUBLIC UTILITIES AND CARRIERS -DUTIES &UTILITIES; & CARRIERSPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:49:13 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,NV,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 27    2755 SUB B as amendedCoyne            ORDEREDBUSINESSES AND PROFESSIONS -PHARMACIESApproval of Amendment,SATURDAY/ JUNE 18/ 20164:50:17 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 27    2755 SUB B as amendedCoyne            ORDEREDBUSINESSES AND PROFESSIONS -PHARMACIESPassage as Amended,SATURDAY/ JUNE 18/ 20164:50:37 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 28        2016-H 7063 SUB ABennett          JUDICIARYFOOD AND DRUGS -REGULATION OF POWDERED CAFFEINEPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:51:15 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,NV,N/A,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 29        2016-S 2532 SUB ALynch Prata      ORDEREDHUMAN SERVICES -MEDICAL ASSISTANCEPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:51:46 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,NV,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 30        2016-H 7283 SUB AAmore            ORDEREDRELATING TO CRIMINAL OFFENSES -WEAPONSPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:52:33 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 31   2016-H 8294 as amendedCarnevale        ORDEREDBONDS - PUBLIC PARKING GARAGE ATGARRAHY COURTHOUSE PARKING LOTPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:53:36 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 32        2016-S 2450 SUB BConley           ORDEREDPUBLIC UTILITIES AND CARRIERS -RENEWABLE ENERGYPassage,SATURDAY/ JUNE 18/ 20164:54:15 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,N,N/A,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 33        2016-S 2185 SUB ASosnowski        ORDEREDPUBLIC UTILITIES AND CARRIERS -RENEWABLE ENERGYPassage,SATURDAY/ JUNE 18/ 20164:54:49 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,NV,N/A,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 34        2016-H 7413 SUB ARuggiero         ORDEREDPUBLIC UTILITIES AND CARRIERS -RENEWABLE ENERGYPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:55:33 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,N,N/A,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 35        2016-H 7841 SUB AJohnston         ORDEREDGAMING AND ATHLETICS LICENSINGPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:56:05 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,NV,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,NV,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 36             2016-H 7637Bennett          ORDEREDHEALTH AND SAFETY -NURSING ASSISTANTSPassage,SATURDAY/ JUNE 18/ 20164:56:37 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 37        2016-H 7034 SUB ARuggiero         ORDEREDDELINQUENT AND DEPENDENT CHILDRENATIONAL CRIMINAL RECORDS CHECKPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:57:28 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 38        2016-H 8232 SUB AMelo             ORDEREDRELATING TOAGRICULTURE AND FORESTRYPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:58:03 AM,Y,N,N/A,Y,Y,NV,Y,N/A,Y,N,NV,N/A,Y,N/A,Y,Y,Y,NV,N,Y,Y,Y,N,Y,Y,N,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 39        2016-H 7007 SUB ATobon            ORDEREDHEALTH AND SAFETY -LICENSING OF MASSAGE THERAPISTSPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:58:34 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 40        2016-H 7254 SUB AFogarty          LABORPAYMENT OF WAGES -UNAUTHORIZED DEDUCTIONSPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:59:01 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,NV,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,NV,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 41             2016-H 7176Corvese          ORDEREDPOLICE CHIEF EMERITUS LICENSEPLATE - NORTH PROVIDENCEPassageIn Concurrence,SATURDAY/ JUNE 18/ 20164:59:40 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,NV,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 42        2016-S 2403 SUB ANesselbush       JUDICIARYCRIMINAL PROCEDURE -CELL PHONE TRACKINGPassage,SATURDAY/ JUNE 18/ 20165:00:15 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 43             2016-H 7748Fogarty          JUDICIARYE-911 UNIFORM EMERGENCYTELEPHONE SYSTEM DIVISIONPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:01:01 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,NV,Y,NV,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 44        2016-H 7511 SUB BUcci             JUDICIARYAERONAUTICS - UNPILOTED AERIALVEHICLE REGULATIONPassage,SATURDAY/ JUNE 18/ 20165:01:48 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,NV,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 45        2016-H 7029 SUB AWilliams         JUDICIARYDOMESTIC RELATIONS -ADOPTION OF CHILDRENPassage,SATURDAY/ JUNE 18/ 20165:04:34 AM,Y,Y,N/A,NV,Y,NV,Y,N/A,Y,NV,NV,N/A,NV,N/A,NV,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,NV,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 46             2016-H 7257Lima             ORDEREDFOOD AND DRUGS --SANITATION IN FOOD ESTABLISHMENTPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:06:04 AM,Y,N,N/A,Y,N,NV,Y,N/A,Y,NV,NV,N/A,N,N/A,Y,N,Y,N,N,Y,Y,Y,N,NV,Y,N,N/A,NV,N,Y,Y,N/A,N,N/A,NV,N,NV,Y,N/A,Y,N,N,R,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 48        2016-S 2093 SUB APicard           EnvironmentHEALTH AND SAFETY -REFUSE DISPOSALPassage,SATURDAY/ JUNE 18/ 20165:08:13 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 49        2016-H 7084 SUB BMorin            EnvironmentHEALTH AND SAFETY -REFUSE DISPOSALPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:08:43 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,NV,N/A,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 50             2016-H 7962Melo             ORDEREDRELATING TO FOOD AND DRUGS -SANITATION IN FOOD ESTABLISHMENTPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:09:31 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 51             2016-H 7203Corvese          FINANCERELATING TO HUMAN SERVICES -PUBLIC ASSISTANCE ACTPassage,SATURDAY/ JUNE 18/ 20165:10:15 AM,Y,Y,N/A,N,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 52             2016-S 2193Miller           FINANCERELATING TO TAXATION -LITTLE CIGAR TAXPassage,SATURDAY/ JUNE 18/ 20165:11:20 AM,Y,Y,N/A,Y,N,NV,Y,N/A,Y,Y,NV,N/A,NV,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 53             2016-S 2457Lynch Prata      HealthRELATING TO HEALTH AND SAFETY -LICENSING OF HEALTH CARE FAC.Passage,SATURDAY/ JUNE 18/ 20165:11:53 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,N,N/A,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 54             2016-H 7130Regunberg        HealthLICENSE PROCEDURE CHEMICALDEPENDENCY PROFESSIONALSPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:12:36 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 55             2016-S 2337Lombardi         EDUCATIONRELATING TO EDUCATIONPassage,SATURDAY/ JUNE 18/ 20165:13:14 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 56             2016-H 7052O'Brien          EDUCATIONRELATING TO EDUCATIONPassage,SATURDAY/ JUNE 18/ 20165:13:44 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 58             2016-H 7025Lombardi         JUDICIARYIDENTIFICATIONAND APPREHENSION OF CRIMINALSPassage,SATURDAY/ JUNE 18/ 20165:14:36 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 59        2016-H 7200 SUB ADeSimone         JUDICIARYRELATING TO STATUTES ANDSTATUTORY CONSTRUCTION - 2016Passage,SATURDAY/ JUNE 18/ 20165:15:08 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 60        2016-H 7651 SUB AShekarchi        ORDEREDRELATING TO TOWNS AND CITIES -SUBDIVISION OF LANDPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:15:43 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
"CALENDARITEM 61             2016-H 8309O'Brien          ORDEREDBARBERS, HAIRDRESSERS, COSMETICIMANICURISTS AND ESTHETICIANPassage",SATURDAY/ JUNE 18/ 20165:16:21 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,NV,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 62             2016-H 8362Amore            ORDEREDRELATING TO MOTOR AND OTHER VEHIMOTOR VEHICLE OFFENSESPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:16:55 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,NV,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 63        2016-H 8354 SUB ARuggiero         ORDEREDPUBLIC UTILITIES AND CARRIERS -RENEWABLE ENERGY PROGRAMSPassage,SATURDAY/ JUNE 18/ 20165:17:30 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,N,N/A,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 64        2016-S 2370 SUB BArchambault      ORDEREDMOTOR AND OTHER VEHICLES -MOTOR VEHICLE OFFENSESPassage,SATURDAY/ JUNE 18/ 20165:18:06 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 65        2016-H 7412 SUB APalangio         ORDEREDUNFAIR CLAIMS SETTLEMENTPRACTICES ACTPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:18:44 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NV,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 66             2016-H 8008Azzinaro         ORDEREDDORIAN J. MURRAY FOUNDATIONLICENSE PLATEPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:23:12 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,NV,Y,NV,NV,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,NV,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 67             2016-H 8251Blazejewski      ORDEREDPROPERTY SUBJECT TO TAXATIONPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:23:59 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 68        2016-H 7534 SUB AKennedy          ORDEREDFOREIGN DRIVER LICENSESApproval of Amendment,SATURDAY/ JUNE 18/ 20165:25:09 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 68        2016-H 7534 SUB AKennedy          ORDEREDFOREIGN DRIVER LICENSESPassage as Amended,SATURDAY/ JUNE 18/ 20165:25:30 AM,NV,Y,N/A,Y,Y,NV,Y,N/A,NV,Y,NV,N/A,Y,N/A,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N/A,NV,Y,NV,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 69             2016-H 7080Tanzi            ORDEREDPROPERTY SUBJECT TO TAXATIONPassage,SATURDAY/ JUNE 18/ 20165:26:03 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,NV,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 70             2016-H 7152Tanzi            ORDEREDPROPERTY SUBJECT TO TAXATIONPassage,SATURDAY/ JUNE 18/ 20165:26:38 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 71        2016-H 7786 SUB AMcKiernan        ORDEREDTHE MEDICAL BILLING INNOVATIONACT OF 2016Passage,SATURDAY/ JUNE 18/ 20165:27:57 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,NV,NV,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 72        2016-H 7773 SUB ASerpa            ORDEREDRELATING TO HUMAN SERVICES --MEDICAL ASSISTANCEPassage,SATURDAY/ JUNE 18/ 20165:28:29 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 73             2016-S 2653Pagliarini       JUDICIARYRHODE ISLAND LIMITEDLIABILITY COMPANY ACTPassage,SATURDAY/ JUNE 18/ 20165:29:15 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 74        2016-H 7167 SUB AAjello           ORDEREDRELATING TO CRIMINAL PROCEDURE -CELL PHONE TRACKINGPassageIn Concurrence,SATURDAY/ JUNE 18/ 20165:29:45 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,NV,N/A,Y,Y,Y,Y,N,NV,Y,Y,N,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 75             2016-H 7111Azzinaro         ORDEREDSTATE AFFAIRS AND GOVERNMENT --STATE EMBLEMSPassage,SATURDAY/ JUNE 18/ 20165:30:13 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,Y,Y,NV,N/A,Y,N/A,NV,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
CALENDARITEM 76             2016-H 7736Ackerman         ORDEREDANTI-DISCRIMINATIONIN STATE CONTRACTSPassage,SATURDAY/ JUNE 18/ 20165:30:50 AM,Y,Y,N/A,Y,Y,NV,Y,N/A,NV,Y,NV,N/A,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,NV,Y,Y,Y,N/A,Y,N/A,NV,Y,NV,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,N/A,NV
